0.0572796143251,18-02-12-09-35
0.0628403263403,18-02-12-09-36
0.0618882001837,18-02-12-09-37
0.0618882001837,18-02-12-09-38
0.0618882001837,18-02-12-09-39
0.0609644957033,18-02-12-09-40
0.0609644957033,18-02-12-09-41
0.0609644957033,18-02-12-09-42
0.0600679590018,18-02-12-09-43
0.0600679590018,18-02-12-09-44
0.0600679590018,18-02-12-09-45
0.0600679590018,18-02-12-09-46
0.062188057041,18-02-12-09-47
0.0680704099822,18-02-12-09-48
0.0680704099822,18-02-12-09-49
0.0680704099822,18-02-12-09-50
0.0680704099822,18-02-12-09-51
0.0680704099822,18-02-12-09-52
0.0670838823013,18-02-12-09-53
0.0670838823013,18-02-12-09-54
0.0704112554113,18-02-12-09-55
0.0704112554113,18-02-12-09-56
0.0704112554113,18-02-12-09-57
0.0704112554113,18-02-12-09-58
0.0761255411255,18-02-12-10-00
0.0743302591129,18-02-12-10-01
0.0767045454545,18-02-12-10-02
0.0830223880597,18-02-12-10-03
0.0904850746269,18-02-12-10-04
0.0891544117647,18-02-12-10-05
0.0918560606061,18-02-12-10-06
0.0918560606061,18-02-12-10-07
0.0918560606061,18-02-12-10-08
0.0918560606061,18-02-12-10-09
0.0918560606061,18-02-12-10-10
0.0918560606061,18-02-12-10-11
0.0932692307692,18-02-12-10-12
0.0826923076923,18-02-12-10-13
0.0826923076923,18-02-12-10-14
0.0826923076923,18-02-12-10-15
0.075,18-02-12-10-16
0.075,18-02-12-10-17
0.075,18-02-12-10-18
0.075,18-02-12-10-19
0.075,18-02-12-10-20
0.075,18-02-12-10-21
0.0775252525253,18-02-12-10-22
0.0775252525253,18-02-12-10-23
0.0775252525253,18-02-12-10-24
0.0804924242424,18-02-12-10-25
0.0804924242424,18-02-12-10-26
0.0825585399449,18-02-12-10-27
0.0825585399449,18-02-12-10-28
0.0825585399449,18-02-12-10-29
0.0825585399449,18-02-12-10-30
0.0825585399449,18-02-12-10-31
0.0901342975207,18-02-12-10-32
0.0901342975207,18-02-12-10-33
0.0901342975207,18-02-12-10-34
0.0946797520661,18-02-12-10-35
0.0946797520661,18-02-12-10-36
0.0961363636364,18-02-12-10-37
0.0961363636364,18-02-12-10-38
0.0961363636364,18-02-12-10-39
0.0961363636364,18-02-12-10-40
0.0961363636364,18-02-12-10-41
0.0961363636364,18-02-12-10-42
0.0976384943182,18-02-12-10-44
0.0976384943182,18-02-12-10-45
0.0976384943182,18-02-12-10-46
0.0976384943182,18-02-12-10-47
0.0976384943182,18-02-12-10-48
0.0976384943182,18-02-12-10-49
0.0976384943182,18-02-12-10-50
0.0898259943182,18-02-12-10-51
0.0898259943182,18-02-12-10-52
0.0898259943182,18-02-12-10-53
0.0898259943182,18-02-12-10-54
0.0898259943182,18-02-12-10-55
0.0898259943182,18-02-12-10-56
0.0898259943182,18-02-12-10-57
0.0884440559441,18-02-12-10-58
0.0871039944904,18-02-12-10-59
0.090685261708,18-02-12-11-00
0.0978754940711,18-02-12-11-01
0.106667780749,18-02-12-11-02
0.106667780749,18-02-12-11-03
0.10362012987,18-02-12-11-04
0.112548701299,18-02-12-11-05
0.112548701299,18-02-12-11-06
0.112548701299,18-02-12-11-07
0.112548701299,18-02-12-11-08
0.111281291173,18-02-12-11-09
0.111281291173,18-02-12-11-10
0.109691558442,18-02-12-11-11
0.109691558442,18-02-12-11-12
0.109691558442,18-02-12-11-13
0.109691558442,18-02-12-11-14
0.102548701299,18-02-12-11-15
0.107168516147,18-02-12-11-16
0.10297944725,18-02-12-11-17
0.10297944725,18-02-12-11-18
0.0962415248374,18-02-12-11-19
0.0971755223468,18-02-12-11-20
0.0971755223468,18-02-12-11-21
0.0498737373737,18-02-12-13-44
0.0498737373737,18-02-12-13-45
0.0498737373737,18-02-12-13-46
0.0498737373737,18-02-12-13-47
0.0505387205387,18-02-12-13-48
0.0454033579034,18-02-12-13-49
0.0460253217103,18-02-12-13-50
0.0460253217103,18-02-12-13-51
0.0486889442369,18-02-12-13-52
0.0530821917808,18-02-12-13-53
0.0530821917808,18-02-12-13-54
0.0530821917808,18-02-12-13-55
0.0530821917808,18-02-12-13-56
0.0530821917808,18-02-12-13-57
0.0530821917808,18-02-12-13-58
0.0530821917808,18-02-12-13-59
0.0529279279279,18-02-12-14-00
0.0509132420091,18-02-12-14-01
0.0531531531532,18-02-12-14-02
0.0635964912281,18-02-12-14-04
0.0701754385965,18-02-12-14-05
0.116886253843,18-02-12-14-06
0.114068218416,18-02-12-14-07
